Lone_Wolf_PR_ID,Repo_URL,AI_Agent,Evidence_Human,Gap_Days
3173218179,https://api.github.com/repos/go-vikunja/vikunja,OpenAI_Codex,renovate[bot],0
3194615771,https://api.github.com/repos/bcherny/json-schema-to-typescript,Cursor,bcherny,43
3196143736,https://api.github.com/repos/microsoft/Generative-AI-for-beginners-dotnet,Copilot,elbruno,7
3077733528,https://api.github.com/repos/seasonedcc/remix-forms,OpenAI_Codex,danielweinmann,0
3169012315,https://api.github.com/repos/dotnet/docs,Copilot,dependabot[bot],2
3083504311,https://api.github.com/repos/OpenHFT/Java-Thread-Affinity,OpenAI_Codex,peter-lawrey,0
3189489851,https://api.github.com/repos/microsoft/vscode,Copilot,joshspicer,3
3093046735,https://api.github.com/repos/CapSoftware/Cap,OpenAI_Codex,Brendonovich,11
3125969362,https://api.github.com/repos/prebid/Prebid.js,OpenAI_Codex,Gunnar97,0
3216859277,https://api.github.com/repos/bytebot-ai/bytebot,OpenAI_Codex,zlwaterfield,20
3210633319,https://api.github.com/repos/microsoft/magentic-ui,Copilot,husseinmozannar,16
3132028438,https://api.github.com/repos/cartography-cncf/cartography,OpenAI_Codex,achantavy,14
3140582738,https://api.github.com/repos/sandrohanea/whisper.net,OpenAI_Codex,sandrohanea,1
3218595418,https://api.github.com/repos/featureform/enrichmcp,OpenAI_Codex,simba-git,13
3101812694,https://api.github.com/repos/seasonedcc/composable-functions,OpenAI_Codex,gustavoguichard,37
3126830569,https://api.github.com/repos/golang-design/clipboard,OpenAI_Codex,tslocum,7
3232013207,https://api.github.com/repos/elsa-workflows/elsa-core,OpenAI_Codex,sfmskywalker,32
3179227182,https://api.github.com/repos/microsoft/Microsoft365DSC,Copilot,NikCharlebois,20
3125337362,https://api.github.com/repos/metacraft-labs/codetracer,OpenAI_Codex,alehander92,0
3151468224,https://api.github.com/repos/cartography-cncf/cartography,OpenAI_Codex,achantavy,7
3098511757,https://api.github.com/repos/seasonedcc/remix-forms,OpenAI_Codex,danielweinmann,1
3207090491,https://api.github.com/repos/elixir-lsp/elixir-ls,OpenAI_Codex,lukaszsamson,20
3207351087,https://api.github.com/repos/dotnet/maui,Copilot,rmarinho,12
3197430608,https://api.github.com/repos/featureform/enrichmcp,OpenAI_Codex,simba-git,6
3071681916,https://api.github.com/repos/langfuse/langfuse,OpenAI_Codex,Steffen911,2
3086029830,https://api.github.com/repos/seasonedcc/remix-forms,OpenAI_Codex,angelod1as,0
3168168040,https://api.github.com/repos/dotnet/docs,Copilot,dependabot[bot],2
3162618850,https://api.github.com/repos/bruin-data/bruin,Cursor,karakanb,7
3154163067,https://api.github.com/repos/dotnet/aspire,Copilot,sebastienros,3
3132544963,https://api.github.com/repos/barryclark/jekyll-now,OpenAI_Codex,AstroNakul,83
3146937698,https://api.github.com/repos/catatsuy/private-isu,OpenAI_Codex,renovate[bot],1
3207002118,https://api.github.com/repos/microsoft/autogen,Copilot,abhishekmishra2903,17
3131654273,https://api.github.com/repos/microsoft/typescript-go,Copilot,Andarist,4
3104285954,https://api.github.com/repos/alexanderjeurissen/ranger_devicons,OpenAI_Codex,alexanderjeurissen,1
3114060753,https://api.github.com/repos/metacraft-labs/codetracer,OpenAI_Codex,Madman10K,0
3249516720,https://api.github.com/repos/herbie-fp/herbie,OpenAI_Codex,bksaiki,31
3159916588,https://api.github.com/repos/bruin-data/bruin,OpenAI_Codex,karakanb,7
3109358884,https://api.github.com/repos/OpenHFT/Chronicle-Wire,OpenAI_Codex,peter-lawrey,0
3163174108,https://api.github.com/repos/dotnet/dotnet-api-docs,Copilot,gewarren,1
3128688575,https://api.github.com/repos/herbie-fp/herbie,OpenAI_Codex,resyntax-ci[bot],0
3098459983,https://api.github.com/repos/seasonedcc/composable-functions,OpenAI_Codex,gustavoguichard,35
3131654800,https://api.github.com/repos/microsoft/typescript-go,Copilot,Andarist,4
3081109215,https://api.github.com/repos/seasonedcc/remix-forms,OpenAI_Codex,danielweinmann,1
3134993814,https://api.github.com/repos/elixir-lsp/elixir-ls,OpenAI_Codex,lukaszsamson,6
3271524527,https://api.github.com/repos/herbie-fp/herbie,OpenAI_Codex,bksaiki,38
3118636567,https://api.github.com/repos/Azure/azure-sdk-for-python,Copilot,catalinaperalta,1
3109359968,https://api.github.com/repos/Azure/azure-storage-fuse,Copilot,ashruti-msft,10
3152475848,https://api.github.com/repos/Skyvern-AI/skyvern,OpenAI_Codex,Prakashmaheshwaran,2
3194198585,https://api.github.com/repos/PaloAltoNetworks/docusaurus-openapi-docs,OpenAI_Codex,sserrata,61
3071149389,https://api.github.com/repos/tinygrad/tinygrad,OpenAI_Codex,geohot,6
3132383081,https://api.github.com/repos/celestiaorg/celestia-core,Copilot,dependabot[bot],1
3107801268,https://api.github.com/repos/OpenHFT/Chronicle-Wire,OpenAI_Codex,peter-lawrey,1
3168844975,https://api.github.com/repos/Azure/azure-sdk-for-python,Copilot,trangevi,1
3174040776,https://api.github.com/repos/microsoft/openvmm,Copilot,maheeraeron,20
3116167999,https://api.github.com/repos/openai/openai-agents-python,OpenAI_Codex,SDGLBL,21
3180086391,https://api.github.com/repos/featureform/enrichmcp,OpenAI_Codex,simba-git,0
3247599032,https://api.github.com/repos/katspaugh/wavesurfer.js,OpenAI_Codex,katspaugh,26
3148047995,https://api.github.com/repos/davidmigloz/langchain_dart,OpenAI_Codex,plateaukao,5
3213110142,https://api.github.com/repos/bruin-data/ingestr,Cursor,karakanb,13
3103760719,https://api.github.com/repos/prebid/Prebid.js,OpenAI_Codex,EskelCz,1
3158615630,https://api.github.com/repos/jlowin/fastmcp,Claude_Code,fellipesaraiva88,4
3132108510,https://api.github.com/repos/microsoft/vscode,Copilot,deepak1556,1
3098453078,https://api.github.com/repos/seasonedcc/remix-forms,OpenAI_Codex,danielweinmann,1
3088650635,https://api.github.com/repos/lostintangent/gistpad,Copilot,dependabot[bot],10
3199940608,https://api.github.com/repos/langfuse/langfuse,Cursor,maxdeichmann,6
3115071428,https://api.github.com/repos/joshyattridge/smart-money-concepts,OpenAI_Codex,viper7882,83
3142774591,https://api.github.com/repos/go-vikunja/vikunja,OpenAI_Codex,dpschen,5
3071143061,https://api.github.com/repos/jlowin/fastmcp,OpenAI_Codex,softyoungha,1
3140430645,https://api.github.com/repos/syntasso/kratix,OpenAI_Codex,kirederik,2
3112345209,https://api.github.com/repos/modelcontextprotocol/modelcontextprotocol,Claude_Code,John-Rood,1
3126812709,https://api.github.com/repos/golang-design/clipboard,OpenAI_Codex,tslocum,7
3114939342,https://api.github.com/repos/stanfordnlp/dspy,OpenAI_Codex,beydogan,2
3093860753,https://api.github.com/repos/OpenHFT/Chronicle-Core,OpenAI_Codex,peter-lawrey,0
3135331687,https://api.github.com/repos/jafioti/luminal,OpenAI_Codex,matthewjgunton,0
3215020726,https://api.github.com/repos/langfuse/langfuse,Cursor,maxdeichmann,11
3103017013,https://api.github.com/repos/OpenHFT/Chronicle-Wire,OpenAI_Codex,peter-lawrey,0
3093582770,https://api.github.com/repos/OpenHFT/Chronicle-Core,OpenAI_Codex,peter-lawrey,0
3173415182,https://api.github.com/repos/go-vikunja/vikunja,OpenAI_Codex,renovate[bot],0
3221205270,https://api.github.com/repos/mediar-ai/terminator,Cursor,divanshu-go,16
3128329868,https://api.github.com/repos/gluesql/gluesql,OpenAI_Codex,devgony,0
3197289597,https://api.github.com/repos/microsoft/vscode,Copilot,joshspicer,5
3168274624,https://api.github.com/repos/dotnet/android,Copilot,dotnet-maestro[bot],0
3089183766,https://api.github.com/repos/effekseer/Effekseer,OpenAI_Codex,durswd,0
3227667382,https://api.github.com/repos/featureform/enrichmcp,OpenAI_Codex,simba-git,17
3272938687,https://api.github.com/repos/microsoft/vscode,Copilot,sandy081,31
3239762397,https://api.github.com/repos/go-vikunja/vikunja,OpenAI_Codex,renovate[bot],19
3241333298,https://api.github.com/repos/mediar-ai/terminator,Cursor,divanshu-go,23
3086953712,https://api.github.com/repos/dropseed/plain,OpenAI_Codex,davegaeddert,0
3102943250,https://api.github.com/repos/OpenHFT/Chronicle-Wire,OpenAI_Codex,peter-lawrey,0
3234862868,https://api.github.com/repos/microsoft/testfx,Copilot,Youssef1313,19
3130408366,https://api.github.com/repos/metacraft-labs/codetracer,OpenAI_Codex,alehander92,1
3084926639,https://api.github.com/repos/CapSoftware/Cap,OpenAI_Codex,Brendonovich,7
3115760621,https://api.github.com/repos/modelcontextprotocol/inspector,Claude_Code,pcarleton,14
3166148388,https://api.github.com/repos/janbjorge/pgqueuer,OpenAI_Codex,janbjorge,7
3189971928,https://api.github.com/repos/temporalio/temporal,OpenAI_Codex,pdoerner,73
3081557416,https://api.github.com/repos/openai/openai-agents-python,OpenAI_Codex,rm-openai,30
3226639011,https://api.github.com/repos/mediar-ai/terminator,Cursor,divanshu-go,19
3124534759,https://api.github.com/repos/badtuxx/girus-cli,OpenAI_Codex,ricardosilva86,3
3159046284,https://api.github.com/repos/dotnet/dotnet-api-docs,Copilot,ManickaP,1
3118566947,https://api.github.com/repos/ArthurSonzogni/FTXUI,OpenAI_Codex,zozowell,15
3134282916,https://api.github.com/repos/FidelusAleksander/ghcertified,Copilot,dependabot[bot],29
3094970604,https://api.github.com/repos/microsoft/perfview,Copilot,brianrob,4
3121143991,https://api.github.com/repos/alexanderjeurissen/ranger_devicons,OpenAI_Codex,alexanderjeurissen,5
3085569436,https://api.github.com/repos/OpenHFT/Java-Thread-Affinity,OpenAI_Codex,peter-lawrey,0
3173359831,https://api.github.com/repos/go-vikunja/vikunja,OpenAI_Codex,renovate[bot],0
3164486875,https://api.github.com/repos/featureform/enrichmcp,OpenAI_Codex,byron-the-bulb,1
3147006466,https://api.github.com/repos/bytebot-ai/bytebot,OpenAI_Codex,zlwaterfield,4
3093579552,https://api.github.com/repos/OpenHFT/Chronicle-Core,OpenAI_Codex,peter-lawrey,0
3222577402,https://api.github.com/repos/microsoft/autogen,Copilot,abhishekmishra2903,22
3224107000,https://api.github.com/repos/featureform/enrichmcp,OpenAI_Codex,simba-git,15
3223924319,https://api.github.com/repos/openai/codex,OpenAI_Codex,workinprogr3ss,22
3070377672,https://api.github.com/repos/kohya-ss/sd-scripts,OpenAI_Codex,Disty0,28
3123563390,https://api.github.com/repos/dotnet/aspire,Copilot,aaronpowell,1
3151227666,https://api.github.com/repos/featureform/enrichmcp,OpenAI_Codex,simba-git,1
3122690255,https://api.github.com/repos/microsoft/onnxruntime,Copilot,quic-calvnguy,0
3179085307,https://api.github.com/repos/microsoft/vscode,Copilot,Copilot,1
3218455842,https://api.github.com/repos/featureform/enrichmcp,OpenAI_Codex,simba-git,13
3071183009,https://api.github.com/repos/0x4D31/galah,OpenAI_Codex,0x4D31,0
3091358398,https://api.github.com/repos/prebid/Prebid.js,OpenAI_Codex,patmmccann,0
3098103290,https://api.github.com/repos/openai/openai-realtime-agents,OpenAI_Codex,danial-openai,19
3091741548,https://api.github.com/repos/Skyvern-AI/skyvern,OpenAI_Codex,Prakashmaheshwaran,0
3165466021,https://api.github.com/repos/bruin-data/bruin,OpenAI_Codex,karakanb,5
3071766945,https://api.github.com/repos/langfuse/langfuse,OpenAI_Codex,Steffen911,2
3132122275,https://api.github.com/repos/gluesql/gluesql,OpenAI_Codex,dependabot[bot],1
3195886974,https://api.github.com/repos/dotnet/aspire,Copilot,radical,4
3077042927,https://api.github.com/repos/seasonedcc/remix-forms,OpenAI_Codex,danielweinmann,1
3140877316,https://api.github.com/repos/featureform/enrichmcp,OpenAI_Codex,simba-git,0
3092307921,https://api.github.com/repos/block/goose,OpenAI_Codex,jpshelley,9
3142541504,https://api.github.com/repos/dotnet/aspire,Copilot,Youssef1313,1
3263210437,https://api.github.com/repos/syntasso/kratix,OpenAI_Codex,kirederik,41
3151403816,https://api.github.com/repos/dotnet/aspire,Copilot,Youssef1313,3
3077807074,https://api.github.com/repos/seasonedcc/remix-forms,OpenAI_Codex,danielweinmann,0
3102987670,https://api.github.com/repos/OpenHFT/Chronicle-Wire,OpenAI_Codex,peter-lawrey,0
3178130169,https://api.github.com/repos/microsoft/playwright,Copilot,dgozman,1
3226833880,https://api.github.com/repos/allenai/open-instruct,Cursor,hamishivi,63
3109456538,https://api.github.com/repos/OpenHFT/Chronicle-Wire,OpenAI_Codex,peter-lawrey,0
3077863779,https://api.github.com/repos/seasonedcc/remix-forms,OpenAI_Codex,danielweinmann,0
3192536220,https://api.github.com/repos/langfuse/langfuse,Cursor,maxdeichmann,4
3246256169,https://api.github.com/repos/Stirling-Tools/Stirling-PDF,OpenAI_Codex,Ludy87,26
3135101510,https://api.github.com/repos/bruin-data/bruin,OpenAI_Codex,jbrand-dsp,1
3118409324,https://api.github.com/repos/openai/openai-agents-js,OpenAI_Codex,dkundel-openai,0
3169010853,https://api.github.com/repos/dotnet/docs,Copilot,dependabot[bot],2
3125696843,https://api.github.com/repos/celestiaorg/celestia-core,Copilot,dependabot[bot],4
3183048115,https://api.github.com/repos/prebid/Prebid.js,OpenAI_Codex,prebid-startio,2
3163235513,https://api.github.com/repos/sebastianwessel/quickjs,OpenAI_Codex,sebastianwessel,0
3080668353,https://api.github.com/repos/PrunaAI/pruna,OpenAI_Codex,johnrachwan123,6
3189937459,https://api.github.com/repos/Azure/azure-sdk-for-js,Copilot,kazrael2119,3
3083211589,https://api.github.com/repos/seasonedcc/remix-forms,OpenAI_Codex,angelod1as,1
3169839246,https://api.github.com/repos/Azure/azure-sdk-for-js,Copilot,azure-sdk,4
3115086801,https://api.github.com/repos/joshyattridge/smart-money-concepts,OpenAI_Codex,viper7882,83
3120398551,https://api.github.com/repos/bruin-data/bruin,OpenAI_Codex,turtleDev,6
3127568740,https://api.github.com/repos/herbie-fp/herbie,OpenAI_Codex,resyntax-ci[bot],1
3172463867,https://api.github.com/repos/sebastianwessel/quickjs,OpenAI_Codex,sebastianwessel,3
3159989352,https://api.github.com/repos/dotnet/docs,Copilot,dependabot[bot],0
3083120417,https://api.github.com/repos/Azure/azure-sdk-for-js,Copilot,v-pivamshi,6
3077128060,https://api.github.com/repos/plexguide/Huntarr.io,Copilot,vipergts450,6
3209836652,https://api.github.com/repos/microsoft/ApplicationInsights-JS,Copilot,Tim91084,23
3095673102,https://api.github.com/repos/seasonedcc/remix-forms,OpenAI_Codex,danielweinmann,0
3085569847,https://api.github.com/repos/OpenHFT/Java-Thread-Affinity,OpenAI_Codex,peter-lawrey,0
3078454033,https://api.github.com/repos/stanfordnlp/dspy,OpenAI_Codex,arnavsinghvi11,4
3102611194,https://api.github.com/repos/OpenHFT/Chronicle-Wire,OpenAI_Codex,JerryShea,0
3224953168,https://api.github.com/repos/rsyslog/rsyslog,OpenAI_Codex,rgerhards,20
3127925920,https://api.github.com/repos/PrefectHQ/marvin,OpenAI_Codex,Anush008,51
3093605650,https://api.github.com/repos/seasonedcc/remix-forms,OpenAI_Codex,danielweinmann,0
3109513567,https://api.github.com/repos/OpenHFT/Chronicle-Wire,OpenAI_Codex,peter-lawrey,0
3117492207,https://api.github.com/repos/microsoft/semantic-kernel,Copilot,rogerbarreto,23
3152742647,https://api.github.com/repos/elixir-lsp/elixir-ls,OpenAI_Codex,lukaszsamson,0
3136812302,https://api.github.com/repos/metacraft-labs/codetracer,OpenAI_Codex,alehander92,1
3254820907,https://api.github.com/repos/Azure/azure-sdk-for-go,Copilot,howieleung,26
3070073796,https://api.github.com/repos/commaai/panda,OpenAI_Codex,adeebshihadeh,4
3173342316,https://api.github.com/repos/Azure/azure-sdk-for-python,Copilot,trangevi,0
3118735492,https://api.github.com/repos/a16z/halmos,Copilot,daejunpark,26
3255341292,https://api.github.com/repos/risingwavelabs/risingwave,Copilot,kwannoel,35
3109027791,https://api.github.com/repos/OpenHFT/Chronicle-Wire,OpenAI_Codex,peter-lawrey,0
3084899206,https://api.github.com/repos/CapSoftware/Cap,OpenAI_Codex,Brendonovich,7
3160997096,https://api.github.com/repos/microsoft/vscode,Copilot,anthonykim1,1
3169577770,https://api.github.com/repos/Azure/azure-sdk-for-java,Copilot,azure-sdk,47
3087519869,https://api.github.com/repos/dotnet/aspire,Copilot,github-actions[bot],4
3090765478,https://api.github.com/repos/OpenHFT/Java-Runtime-Compiler,OpenAI_Codex,peter-lawrey,1
2974598623,https://api.github.com/repos/mitsuhiko/insta,Claude_Code,max-sixty,1
3096930165,https://api.github.com/repos/writer/writer-framework,OpenAI_Codex,raaymax,1
3240378214,https://api.github.com/repos/getsentry/sentry,Cursor,bukzor,20
3197432240,https://api.github.com/repos/featureform/enrichmcp,OpenAI_Codex,simba-git,6
3196742685,https://api.github.com/repos/bytebot-ai/bytebot,OpenAI_Codex,zlwaterfield,13
3131034017,https://api.github.com/repos/cartography-cncf/cartography,OpenAI_Codex,achantavy,14
3129105671,https://api.github.com/repos/microsoft/Windows-classic-samples,Copilot,coltonhurst,72
3143968533,https://api.github.com/repos/getsentry/sentry,Cursor,DominikB2014,9
3102016720,https://api.github.com/repos/temporalio/temporal,OpenAI_Codex,pdoerner,42
3160838798,https://api.github.com/repos/featureform/enrichmcp,OpenAI_Codex,byron-the-bulb,0
3276895608,https://api.github.com/repos/microsoft/typescript-go,Copilot,gabritto,34
3121742299,https://api.github.com/repos/TobikoData/sqlmesh,OpenAI_Codex,georgesittas,13
3163642045,https://api.github.com/repos/microsoft/ebpf-for-windows,Copilot,dependabot[bot],78
3101584101,https://api.github.com/repos/Azure/azure-sdk-for-rust,Copilot,chlowell,7
3103074296,https://api.github.com/repos/OpenHFT/Chronicle-Wire,OpenAI_Codex,peter-lawrey,0
3127635850,https://api.github.com/repos/pterm/pterm,OpenAI_Codex,MarvinJWendt,1
3136992715,https://api.github.com/repos/prebid/Prebid.js,OpenAI_Codex,patmmccann,0
3081705392,https://api.github.com/repos/unibeck/solstatus,Copilot,github-actions[bot],7
3076927366,https://api.github.com/repos/CapSoftware/Cap,OpenAI_Codex,Brendonovich,4
3130773515,https://api.github.com/repos/SimonHalvdansson/Harmonic-HN,OpenAI_Codex,pR0Ps,5
3106581982,https://api.github.com/repos/Skyvern-AI/skyvern,OpenAI_Codex,Prakashmaheshwaran,3
3173308900,https://api.github.com/repos/microsoft/vscode,Copilot,Copilot,0
3089561576,https://api.github.com/repos/mrwadams/stride-gpt,OpenAI_Codex,mrwadams,4
3233772745,https://api.github.com/repos/mediar-ai/terminator,Cursor,divanshu-go,21
3183957845,https://api.github.com/repos/dotnet/maui,Copilot,rmarinho,3
3117835034,https://api.github.com/repos/metacraft-labs/codetracer,OpenAI_Codex,alehander92,0
3115318969,https://api.github.com/repos/OpenPipe/ART,OpenAI_Codex,bradhilton,23
3128511682,https://api.github.com/repos/StockSharp/StockSharp,OpenAI_Codex,mikasoukhov,1
3152808680,https://api.github.com/repos/elixir-lsp/elixir-ls,OpenAI_Codex,lukaszsamson,0
3117580005,https://api.github.com/repos/fujiapple852/trippy,OpenAI_Codex,fujiapple852,5
3208946277,https://api.github.com/repos/langfuse/langfuse,Cursor,maxdeichmann,10
3090772143,https://api.github.com/repos/OpenHFT/Java-Runtime-Compiler,OpenAI_Codex,peter-lawrey,1
3091286313,https://api.github.com/repos/seasonedcc/remix-forms,OpenAI_Codex,danielweinmann,1
3111417147,https://api.github.com/repos/microsoft/GSL,Copilot,ozaktash,29
3107829637,https://api.github.com/repos/OpenHFT/Chronicle-Wire,OpenAI_Codex,peter-lawrey,0
3275318710,https://api.github.com/repos/dotnet/aspire,Copilot,radical,32
3103765496,https://api.github.com/repos/prebid/Prebid.js,OpenAI_Codex,EskelCz,1
3218738651,https://api.github.com/repos/microsoft/vscode,Copilot,sandy081,12
3153881730,https://api.github.com/repos/alexpfau/calendar-card-pro,Copilot,kyutov,11
3144380858,https://api.github.com/repos/microsoft/perfview,Copilot,brianrob,1
3127934273,https://api.github.com/repos/gluesql/gluesql,OpenAI_Codex,devgony,0
3081644654,https://api.github.com/repos/dotnet/aspire,Copilot,joperezr,5
3091352056,https://api.github.com/repos/prebid/Prebid.js,OpenAI_Codex,patmmccann,0
3122436728,https://api.github.com/repos/microsoft/perfview,Copilot,brianrob,3
3207286828,https://api.github.com/repos/AgentOps-AI/agentops,Cursor,Dwij1704,18
3153329207,https://api.github.com/repos/go-vikunja/vikunja,OpenAI_Codex,dpschen,1
3163522074,https://api.github.com/repos/mtrojnar/osslsigncode,OpenAI_Codex,Squiblydoo,1
3232689105,https://api.github.com/repos/dotnet/docs,Copilot,dependabot[bot],20
3126730161,https://api.github.com/repos/state-spaces/s4,OpenAI_Codex,konitaro524,0
3075021226,https://api.github.com/repos/licensee/licensee,Copilot,dependabot[bot],7
3094330309,https://api.github.com/repos/OpenHFT/Chronicle-Core,OpenAI_Codex,peter-lawrey,0
3253515694,https://api.github.com/repos/herbie-fp/herbie,OpenAI_Codex,bksaiki,32
3246633209,https://api.github.com/repos/rsyslog/rsyslog,OpenAI_Codex,rgerhards,29
3084917754,https://api.github.com/repos/hotovo/aider-desk,OpenAI_Codex,wolph,5
3105454469,https://api.github.com/repos/alexanderjeurissen/ranger_devicons,OpenAI_Codex,alexanderjeurissen,0
3159153388,https://api.github.com/repos/dotnet/dotnet-api-docs,Copilot,ManickaP,1
3233537204,https://api.github.com/repos/langfuse/langfuse,Cursor,maxdeichmann,18
3226577140,https://api.github.com/repos/langfuse/langfuse,Cursor,maxdeichmann,16
3201434288,https://api.github.com/repos/janbjorge/pgqueuer,OpenAI_Codex,janbjorge,18
3113634991,https://api.github.com/repos/blokadaorg/blokada,OpenAI_Codex,balboah,4
3132183037,https://api.github.com/repos/janbjorge/pgqueuer,OpenAI_Codex,janbjorge,1
3079568440,https://api.github.com/repos/dotnet/docfx,Copilot,frarees,15
3190592102,https://api.github.com/repos/microsoft/vscode-jupyter,Copilot,amunger,19
3128027061,https://api.github.com/repos/LeagueAkari/LeagueAkari,OpenAI_Codex,1411430556,18
3195268003,https://api.github.com/repos/dotnet/android,Copilot,dotnet-maestro[bot],9
3075700058,https://api.github.com/repos/Skyvern-AI/skyvern,OpenAI_Codex,wintonzheng,3
3133937104,https://api.github.com/repos/Azure/azure-sdk-for-go,Copilot,jliusan,8
3075020750,https://api.github.com/repos/licensee/licensee,Copilot,dependabot[bot],7
3074902252,https://api.github.com/repos/dotnet/dotnet,Copilot,dotnet-maestro[bot],4
3197427393,https://api.github.com/repos/featureform/enrichmcp,OpenAI_Codex,simba-git,6
3102987512,https://api.github.com/repos/OpenHFT/Chronicle-Wire,OpenAI_Codex,peter-lawrey,0
3161170447,https://api.github.com/repos/dotnet/runtime,Copilot,stephentoub,1
3142726599,https://api.github.com/repos/bruin-data/ingestr,OpenAI_Codex,karakanb,12
3213367725,https://api.github.com/repos/Azure/azure-sdk-for-python,Copilot,trangevi,14
3133493082,https://api.github.com/repos/jedisct1/dsvpn,OpenAI_Codex,jedisct1,0
3104617640,https://api.github.com/repos/wvlet/airframe,Copilot,xerial-bot,8
3137102850,https://api.github.com/repos/abi/screenshot-to-code,OpenAI_Codex,abi,4
3091928471,https://api.github.com/repos/promptfoo/promptfoo,OpenAI_Codex,mldangelo,0
3081606652,https://api.github.com/repos/unibeck/solstatus,Copilot,github-actions[bot],7
3194389044,https://api.github.com/repos/celestiaorg/celestia-core,Copilot,dependabot[bot],8
3134192089,https://api.github.com/repos/jafioti/luminal,OpenAI_Codex,matthewjgunton,0
3147133372,https://api.github.com/repos/cartography-cncf/cartography,OpenAI_Codex,achantavy,9
3092656275,https://api.github.com/repos/dotnet/performance,Copilot,dotnet-maestro[bot],76
3122668563,https://api.github.com/repos/prebid/Prebid.js,OpenAI_Codex,Gunnar97,1
3132378621,https://api.github.com/repos/razimantv/mazegenerator,Claude_Code,samhann,0
3173112425,https://api.github.com/repos/dagster-io/dagster,OpenAI_Codex,OwenKephart,11
3109563960,https://api.github.com/repos/OpenHFT/Chronicle-Wire,OpenAI_Codex,peter-lawrey,0
3122813314,https://api.github.com/repos/peass-ng/PEASS-ng,OpenAI_Codex,ThatTotallyRealMyth,18
3160657919,https://api.github.com/repos/featureform/enrichmcp,OpenAI_Codex,byron-the-bulb,0
3132061081,https://api.github.com/repos/gluesql/gluesql,OpenAI_Codex,devgony,1
3130011634,https://api.github.com/repos/prebid/Prebid.js,OpenAI_Codex,leamarty,1
3146058128,https://api.github.com/repos/SimonHalvdansson/Harmonic-HN,OpenAI_Codex,pR0Ps,0
3134482941,https://api.github.com/repos/go-vikunja/vikunja,OpenAI_Codex,dpschen,4
3070171080,https://api.github.com/repos/joshuafuller/ATAK-Maps,OpenAI_Codex,joshuafuller,1
3189657312,https://api.github.com/repos/microsoft/typescript-go,Copilot,gabritto,4
3085571077,https://api.github.com/repos/OpenHFT/Java-Thread-Affinity,OpenAI_Codex,peter-lawrey,0
3091566442,https://api.github.com/repos/meshtastic/firmware,OpenAI_Codex,tavdog,81
3196423523,https://api.github.com/repos/microsoft/retina,Copilot,dependabot[bot],37
3129102020,https://api.github.com/repos/microsoft/Windows-classic-samples,Copilot,coltonhurst,72
3112335845,https://api.github.com/repos/fluent/fluent-bit,OpenAI_Codex,edsiper,5
3132111830,https://api.github.com/repos/microsoft/vscode-python,Copilot,rzhao271,31
3147828801,https://api.github.com/repos/featureform/enrichmcp,OpenAI_Codex,simba-git,2
3141164003,https://api.github.com/repos/featureform/enrichmcp,OpenAI_Codex,simba-git,0
3276762075,https://api.github.com/repos/microsoft/typescript-go,Copilot,gabritto,34
3138083570,https://api.github.com/repos/TobikoData/sqlmesh,OpenAI_Codex,benfdking,14
3141191114,https://api.github.com/repos/featureform/enrichmcp,OpenAI_Codex,simba-git,0
3124927666,https://api.github.com/repos/bruin-data/bruin,OpenAI_Codex,jbrand-dsp,5
3223167355,https://api.github.com/repos/getsentry/sentry-javascript,Cursor,dependabot[bot],38
3224631703,https://api.github.com/repos/mediar-ai/terminator,Cursor,divanshu-go,17
3148158022,https://api.github.com/repos/obi1kenobi/cargo-semver-checks,OpenAI_Codex,obi1kenobi,1
3093859539,https://api.github.com/repos/OpenHFT/Chronicle-Core,OpenAI_Codex,peter-lawrey,0
3269658467,https://api.github.com/repos/microsoft/testfx,Copilot,Youssef1313,32
3142623985,https://api.github.com/repos/go-vikunja/vikunja,OpenAI_Codex,dpschen,5
3123371035,https://api.github.com/repos/levigross/grequests,OpenAI_Codex,levigross,1
3141201474,https://api.github.com/repos/featureform/enrichmcp,OpenAI_Codex,simba-git,0
3121751606,https://api.github.com/repos/SirVer/ultisnips,OpenAI_Codex,SirVer,88
3170718599,https://api.github.com/repos/OpenPipe/ART,Cursor,bradhilton,2
3127485640,https://api.github.com/repos/EdgeTranslate/EdgeTranslate,OpenAI_Codex,Waste2Time,67
3196982216,https://api.github.com/repos/go-vikunja/vikunja,OpenAI_Codex,renovate[bot],4
3136200997,https://api.github.com/repos/microsoft/azure-pipelines-agent,Copilot,dassayantan24,12
3236434759,https://api.github.com/repos/syntasso/kratix,OpenAI_Codex,kirederik,32
3171257558,https://api.github.com/repos/go-vikunja/vikunja,OpenAI_Codex,renovate[bot],1
3070082535,https://api.github.com/repos/joshuafuller/ATAK-Maps,OpenAI_Codex,joshuafuller,1
3093861216,https://api.github.com/repos/OpenHFT/Chronicle-Core,OpenAI_Codex,peter-lawrey,0
3102743651,https://api.github.com/repos/OpenHFT/Chronicle-Wire,OpenAI_Codex,JerryShea,0
3095042456,https://api.github.com/repos/OpenHFT/Chronicle-Core,OpenAI_Codex,peter-lawrey,0
3130759153,https://api.github.com/repos/microsoft/onnxruntime,Copilot,quic-calvnguy,4
3163132510,https://api.github.com/repos/sebastianwessel/quickjs,OpenAI_Codex,sebastianwessel,0
3227076189,https://api.github.com/repos/StephenDev0/StikDebug,OpenAI_Codex,stossy11,42
